row,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
540,tt0000544,short,The Dancer's Dream,The Dancer's Dream,0,1906,\N,\N,Short
541,tt0000545,short,Dream of a Racetrack Fiend,Dream of a Racetrack Fiend,0,1906,\N,\N,"Comedy,Short"
542,tt0000546,short,Dream of a Rarebit Fiend,Dream of a Rarebit Fiend,0,1906,\N,7,"Comedy,Fantasy,Short"
543,tt0000547,short,Ferias en San Sebastián y Cabalgata en la Ría,Ferias en San Sebastián y Cabalgata en la Ría,0,1906,\N,\N,"Documentary,Short"
544,tt0000548,short,Fiskerliv i Norden,Fiskerliv i Norden,0,1906,\N,\N,Short
545,tt0000549,short,En foræring til min Kone,En foræring til min Kone,0,1906,\N,\N,Short
546,tt0000550,short,Proklamationen af Kong Frederik d. VIII,Proklamationen af Kong Frederik d. VIII,0,1906,\N,3,"News,Short"
547,tt0000551,short,Fæstningskrigen,Fæstningskrigen,0,1906,\N,\N,Short
548,tt0000552,short,The Hand of the Artist,The Hand of the Artist,0,1907,\N,2,"Animation,Short"
549,tt0000553,short,The Haunted Hotel,The Haunted Hotel,0,1907,\N,5,"Comedy,Fantasy,Horror"
550,tt0000554,short,Humorous Phases of Funny Faces,Humorous Phases of Funny Faces,0,1906,\N,3,"Animation,Comedy,Family"
551,tt0000555,short,Den hvide slavinde,Den hvide slavinde,0,1907,\N,7,Short
552,tt0000556,short,Hævnet,Hævnet,0,1907,\N,\N,"Romance,Short"
553,tt0000557,short,Kathleen Mavourneen,Kathleen Mavourneen,0,1906,\N,15,"Drama,Romance,Short"
554,tt0000558,short,Los kikos,Los kikos,0,1906,\N,\N,"Documentary,Short"
555,tt0000559,short,Konfirmanden,Konfirmanden,0,1906,\N,3,Short
556,tt0000560,short,Ladrones burlados,Ladrones burlados,0,1906,\N,\N,Short
557,tt0000561,short,The Life of a Cowboy,The Life of a Cowboy,0,1906,\N,13,"Short,Western"
558,tt0000562,short,Os Lusíadas,Os Lusíadas,0,1906,\N,\N,Short
559,tt0000563,short,Mellem Aber og Bjørne,Mellem Aber og Bjørne,0,1906,\N,\N,Short
560,tt0000564,short,A Modern Oliver Twist,A Modern Oliver Twist,0,1906,\N,\N,"Drama,Short"
561,tt0000565,short,The Night Before Christmas,The Night Before Christmas,0,1905,\N,9,"Animation,Family,Fantasy"
562,tt0000566,short,Professorens Morgenavis,Professorens Morgenavis,0,1906,\N,5,Short
563,tt0000567,short,The 400 Tricks of the Devil,Les quatre cents farces du diable,0,1906,\N,17,"Fantasy,Horror,Short"
564,tt0000568,short,Rosenborg Have,Rosenborg Have,0,1906,\N,\N,Short
565,tt0000569,short,Røverhøvdingens Flugt og Død,Røverhøvdingens Flugt og Død,0,1906,\N,\N,"Drama,Short"
566,tt0000570,short,San Francisco Disaster,San Francisco Disaster,0,1906,\N,3,"Documentary,Short"
567,tt0000571,short,The San Francisco Earthquake,The San Francisco Earthquake,0,1906,\N,14,"Documentary,History,Short"
568,tt0000572,short,Secreto de confesión,Secreto de confesión,0,1906,\N,7,Short
569,tt0000573,short,Den sorte maske,Den sorte maske,0,1906,\N,\N,Short
570,tt0000574,movie,The Story of the Kelly Gang,The Story of the Kelly Gang,0,1906,\N,70,"Action,Adventure,Biography"
571,tt0000575,short,"20,000 Leagues Under the Sea",20000 lieues sous les mers,0,1907,\N,10,"Adventure,Fantasy,Sci-Fi"
572,tt0000576,short,Ali Baba and the Forty Thieves,Ali Baba et les quarante voleurs,0,1907,\N,13,"Drama,Fantasy,Short"
573,tt0000577,short,"Angelo, Tyrant of Padua","Angelo, Tyran fra Padua",0,1907,\N,\N,"Drama,Short"
574,tt0000578,short,"An Awful Skate; or, the Hobo on Rollers","An Awful Skate; or, The Hobo on Rollers",0,1907,\N,\N,"Comedy,Family,Short"
575,tt0000579,short,The Bandit Makes Good,The Bandit Makes Good,0,1908,\N,\N,"Short,Western"
576,tt0000580,short,A Batalha das Flores no Campo Grande,A Batalha das Flores no Campo Grande,0,1907,\N,3,"Documentary,Short"
577,tt0000581,short,Bauernhaus und Grafenschloß,Bauernhaus und Grafenschloß,0,1907,\N,\N,Short
578,tt0000582,short,Ben Hur,Ben Hur,0,1907,\N,15,"Drama,Short"
579,tt0000583,short,The Lady with the Camellias,Kameliadamen,0,1907,\N,14,"Drama,Romance,Short"
580,tt0000584,short,El ciego de la aldea,El ciego de la aldea,0,1907,\N,8,"Crime,Drama,Short"
581,tt0000585,short,Concurso de sardanas en el parque Guell,Concurso de sardanas en el parque Guell,0,1907,\N,6,"Documentary,Short"
582,tt0000586,short,A Curious Dream,A Curious Dream,0,1907,\N,\N,"Drama,Short"
583,tt0000587,short,La dea del mare,La dea del mare,0,1907,\N,\N,Short
584,tt0000588,short,Der var engang,Der var engang,0,1907,\N,\N,Short
585,tt0000589,short,Descoberta da América por Cristovão Colombo,Descoberta da América por Cristovão Colombo,0,1907,\N,\N,"Documentary,Short"
586,tt0000590,short,Dr. Skinum,Dr. Skinum,0,1907,\N,10,"Comedy,Short"
587,tt0000591,movie,The Prodigal Son,L'enfant prodigue,0,1907,\N,90,Drama
588,tt0000592,short,Eureka Stockade,Eureka Stockade,0,1907,\N,\N,Short
589,tt0000593,short,Fiestas de San Antonio,Fiestas de San Antonio,0,1907,\N,\N,"Documentary,Short"
590,tt0000594,short,The Flight from the Seraglio,Flugten fra seraillet,0,1907,\N,9,"Drama,Short"
591,tt0000595,short,From the Rococo Times,Rosen,0,1908,\N,9,"Drama,Short"
592,tt0000596,short,Fyrtøjet,Fyrtøjet,0,1907,\N,10,Short
593,tt0000597,short,The Magic Mirror,Les glaces merveilleuses,0,1907,\N,7,Short
594,tt0000598,short,"Hamlet, Prince of Denmark",Hamlet,0,1907,\N,10,"Drama,Short"
595,tt0000599,short,Polar Bear Hunt,Isbjørnejagten,0,1907,\N,\N,"Documentary,Drama,Short"
596,tt0000601,short,Lohengrin,Lohengrin,0,1910,\N,\N,"Drama,Music,Musical"
597,tt0000602,short,Lion Hunting,Løvejagten,0,1907,\N,10,"Adventure,Drama,Short"
598,tt0000603,short,The Magic Fountain Pen,The Magic Fountain Pen,0,1909,\N,\N,"Animation,Short"
599,tt0000604,short,A Misalliance,Mesalliancen,0,1907,\N,\N,"Drama,Short"
600,tt0000605,short,Mordet paa Fyn,Mordet paa Fyn,0,1907,\N,\N,"Crime,Drama,Short"
601,tt0000606,short,Mr. Gay and Mrs.,Mr. Gay and Mrs.,0,1907,\N,\N,"Comedy,Short"
602,tt0000607,short,La muerte del tirano,La muerte del tirano,0,1907,\N,\N,Short
603,tt0000608,short,En ny hat til Madammen,En ny hat til Madammen,0,1906,\N,6,"Comedy,Short"
604,tt0000609,short,Othello,Otello,0,1906,\N,\N,"Drama,Music,Romance"
605,tt0000610,short,Othello,Othello,0,1907,\N,\N,"Drama,Romance,Short"
606,tt0000611,short,In the Sultan's Power,In the Sultan's Power,0,1909,\N,\N,"Adventure,Short"
607,tt0000612,short,Procesión marítima en Santa Cristina,Procesión marítima en Santa Cristina,0,1907,\N,6,"Documentary,Short"
608,tt0000613,short,O Rapto de Uma Actriz,O Rapto de Uma Actriz,0,1907,\N,\N,"Drama,Short"
609,tt0000614,short,The Red Spectre,Le spectre rouge,0,1907,\N,9,"Fantasy,Horror,Short"
610,tt0000615,movie,Robbery Under Arms,Robbery Under Arms,0,1907,\N,\N,Drama
611,tt0000616,short,Romería a San Medín,Romería a San Medín,0,1907,\N,\N,"Documentary,Short"
612,tt0000617,short,The Robber's Sweetheart,Røverens brud,0,1907,\N,12,"Drama,Short"
613,tt0000618,short,Salaviinanpolttajat,Salaviinanpolttajat,0,1907,\N,20,"Comedy,Short"
614,tt0000619,short,Stalking and Shooting Caribou in Newfoundland,Stalking and Shooting Caribou in Newfoundland,0,1907,\N,\N,"Documentary,Short"
615,tt0000620,short,The Will,Testamentet,0,1908,\N,\N,"Drama,Short"
616,tt0000621,short,That Fatal Sneeze,That Fatal Sneeze,0,1907,\N,6,"Comedy,Fantasy,Short"
617,tt0000622,short,Tierra baja,Tierra baja,0,1907,\N,20,Short
618,tt0000623,short,The Magic Bag,Tryllesækken,0,1907,\N,4,"Comedy,Short"
619,tt0000624,short,The Ugly Duckling,The Ugly Duckling,0,1907,\N,\N,Short
620,tt0000625,short,Villafranca: Fiestas del Drac y bailes típicos,Villafranca: Fiestas del Drac y bailes típicos,0,1907,\N,6,"Documentary,Short"
621,tt0000626,short,Yale Laundry,Yale Laundry,0,1907,\N,\N,"Comedy,Short"
622,tt0000627,short,'Ostler Joe,'Ostler Joe,0,1908,\N,\N,"Drama,Short"
623,tt0000628,short,The Adventures of Dollie,Adventures of Dollie,0,1908,\N,12,"Action,Short"
624,tt0000629,short,After Many Years,After Many Years,0,1908,\N,17,"Drama,Short"
625,tt0000630,movie,Hamlet,Amleto,0,1908,\N,\N,Drama
626,tt0000631,short,Hamlet,Amleto,0,1908,\N,\N,"Drama,Short"
627,tt0000632,short,Amor que mata,Amor que mata,0,1908,\N,14,Short
628,tt0000633,short,The Anarchist's Sweetheart,The Anarchist's Sweetheart,0,1908,\N,\N,"Drama,Short"
629,tt0000634,short,Antony and Cleopatra,Antony and Cleopatra,0,1908,\N,\N,"Drama,History,Romance"
630,tt0000636,short,As You Like It,As You Like It,0,1908,\N,\N,Short
631,tt0000637,short,The Assassination of the Duke de Guise,L'assassinat du duc de Guise,0,1908,\N,15,"Drama,History,Short"
632,tt0000638,short,At the Crossroads of Life,At the Crossroads of Life,0,1908,\N,9,"Drama,Short"
633,tt0000639,short,At the French Ball,At the French Ball,0,1908,\N,7,"Comedy,Short"
634,tt0000640,short,An Awful Moment,An Awful Moment,0,1908,\N,12,"Drama,Short"
635,tt0000641,short,Balked at the Altar,Balked at the Altar,0,1908,\N,12,"Comedy,Short"
636,tt0000642,short,The Bandit's Waterloo,The Bandit's Waterloo,0,1908,\N,12,"Action,Short"
637,tt0000643,short,Barbara Fritchie: The Story of a Patriotic American Woman,Barbara Fritchie: The Story of a Patriotic American Woman,0,1908,\N,\N,"Drama,History,Short"
638,tt0000644,short,Behind the Scenes,Behind the Scenes,0,1908,\N,9,"Drama,Short"
639,tt0000645,short,Betrayed by a Handprint,Betrayed by a Handprint,0,1908,\N,9,"Crime,Short"
640,tt0000646,short,Biblical Scenes,Biblical Scenes,0,1908,\N,\N,Short
641,tt0000647,short,Bjørnejagten,Bjørnejagten,0,1910,\N,\N,"Comedy,Short"
642,tt0000648,short,The Black Viper,The Black Viper,0,1908,\N,10,"Drama,Short"
643,tt0000649,short,Bobby's Kodak,Bobby's Kodak,0,1908,\N,\N,"Comedy,Short"
644,tt0000650,short,The Boston Tea Party,The Boston Tea Party,0,1908,\N,\N,"Drama,History,Short"
645,tt0000651,short,"The Boy Detective, or the Abductors Foiled","The Boy Detective, or The Abductors Foiled",0,1908,\N,5,"Comedy,Drama,Short"
646,tt0000653,short,A Calamitous Elopement,A Calamitous Elopement,0,1908,\N,12,"Comedy,Short"
647,tt0000654,short,The Call of the Wild,The Call of the Wild,0,1908,\N,16,"Action,Short"
648,tt0000655,short,Los calzoncillos de Tony,Los calzoncillos de Tony,0,1908,\N,12,Short
649,tt0000656,short,Il cane riconoscente,Il cane riconoscente,0,1907,\N,\N,Short
650,tt0000657,short,Carreras de caballos de 1908,Carreras de caballos de 1908,0,1908,\N,10,"Documentary,Short"
651,tt0000658,short,The Puppet's Nightmare,Le cauchemar de Fantoche,0,1908,\N,2,"Animation,Short"
652,tt0000659,short,Caught by Wireless,Caught by Wireless,0,1908,\N,10,"Drama,Short"
653,tt0000660,short,The Christmas Burglars,The Christmas Burglars,0,1908,\N,11,"Comedy,Short"
654,tt0000661,short,Humanity Through the Ages,La civilisation à travers les âges,0,1908,\N,\N,Short
655,tt0000662,short,Classmates,Classmates,0,1908,\N,12,"Drama,Romance,Short"
656,tt0000663,short,The Clubman and the Tramp,The Clubman and the Tramp,0,1908,\N,17,"Comedy,Short"
657,tt0000664,short,Los competidores,Los competidores,0,1908,\N,6,Short
658,tt0000665,short,Concealing a Burglar,Concealing a Burglar,0,1908,\N,11,"Drama,Short"
659,tt0000666,short,Corrida de toros con Antonio Fuentes,Corrida de toros con Antonio Fuentes,0,1908,\N,25,"Documentary,Short,Sport"
660,tt0000667,short,Corrida de toros con Ricardo Torres 'Bombita',Corrida de toros con Ricardo Torres 'Bombita',0,1908,\N,9,"Documentary,Short,Sport"
661,tt0000668,short,The Count of Monte Cristo,The Count of Monte Cristo,0,1908,\N,14,"Action,Drama,Short"
662,tt0000669,short,Cupid's Pranks,Cupid's Pranks,0,1908,\N,10,"Comedy,Fantasy,Short"
663,tt0000670,short,El curioso impertinente,El curioso impertinente,0,1908,\N,12,Short
664,tt0000671,short,Desdemona,Desdemona,0,1908,\N,\N,"Drama,Short"
665,tt0000672,short,The Devil,The Devil,0,1908,\N,10,"Drama,Short"
666,tt0000673,short,La Dolores,La Dolores,0,1908,\N,15,Short
667,tt0000674,short,Don Juan Tenorio,Don Juan Tenorio,0,1908,\N,15,"Drama,Short"
668,tt0000675,movie,Don Quijote,Don Quijote,0,1908,\N,\N,Drama
669,tt0000676,short,Don Álvaro o la fuerza del sino,Don Álvaro o la fuerza del sino,0,1908,\N,\N,"Drama,Short"
670,tt0000677,short,Ex-Convict No. 900,Ex-Convict No. 900,0,1908,\N,\N,"Drama,Short"
671,tt0000678,short,Excursión a Montserrat,Excursión a Montserrat,0,1908,\N,\N,"Documentary,Short"
672,tt0000679,movie,The Fairylogue and Radio-Plays,The Fairylogue and Radio-Plays,0,1908,\N,120,"Adventure,Fantasy"
673,tt0000680,short,Falsely Accused!,Falsely Accused!,0,1908,\N,\N,"Drama,Short"
674,tt0000681,short,A Famous Escape,A Famous Escape,0,1908,\N,\N,"Drama,Short"
675,tt0000682,short,A Fantasy,Fantasmagorie,0,1908,\N,2,"Animation,Comedy,Family"
676,tt0000683,short,The Fatal Hour,The Fatal Hour,0,1908,\N,14,"Crime,Short"
677,tt0000684,short,Father Gets in the Game,Father Gets in the Game,0,1908,\N,10,"Comedy,Short"
678,tt0000685,short,The Feud and the Turkey,The Feud and the Turkey,0,1908,\N,15,"Drama,Romance,Short"
679,tt0000686,short,Fiestas del carnaval de 1908 en Barcelona,Fiestas del carnaval de 1908 en Barcelona,0,1908,\N,\N,"Documentary,Short"
680,tt0000687,short,"A Florida Feud: or, Love in the Everglades","A Florida Feud: or, Love in the Everglades",0,1909,\N,\N,"Drama,Short"
681,tt0000688,short,The Flower Girl of Paris,The Flower Girl of Paris,0,1908,\N,\N,"Drama,Short"
682,tt0000689,short,For Love of Gold,For Love of Gold,0,1908,\N,9,"Crime,Short"
683,tt0000690,short,For a Wife's Honor,For a Wife's Honor,0,1908,\N,8,"Drama,Short"
684,tt0000691,short,The French Maid,The French Maid,0,1908,\N,\N,Short
685,tt0000692,short,El fusilamiento de Dorrego,El fusilamiento de Dorrego,0,1908,\N,\N,"History,Short"
686,tt0000693,short,Gerona monumental,Gerona monumental,0,1908,\N,\N,"Documentary,Short"
687,tt0000694,short,The Girl and the Outlaw,The Girl and the Outlaw,0,1908,\N,14,"Action,Short,Western"
688,tt0000695,short,The Greaser's Gauntlet,The Greaser's Gauntlet,0,1908,\N,17,"Action,Short"
689,tt0000696,short,El guardia burlado,El guardia burlado,0,1908,\N,9,Short
690,tt0000697,short,The Guerrilla,The Guerrilla,0,1908,\N,15,"Action,Short,War"
691,tt0000698,short,The Heart of O Yama,The Heart of O Yama,0,1908,\N,15,"Drama,Romance,Short"
692,tt0000699,short,The Helping Hand,The Helping Hand,0,1908,\N,15,"Drama,Short"
693,tt0000700,short,Her First Adventure,Her First Adventure,0,1908,\N,6,"Drama,Short"
694,tt0000701,short,His Day of Rest,His Day of Rest,0,1908,\N,\N,"Comedy,Short"
695,tt0000703,short,Hulda's Lovers,Hulda's Lovers,0,1908,\N,\N,"Comedy,Short"
696,tt0000704,short,The Humpty Dumpty Circus,The Humpty Dumpty Circus,0,1898,\N,4,"Animation,Comedy,Short"
697,tt0000705,short,Inauguración de la exposición hispano-francesa,Inauguración de la exposición hispano-francesa,0,1908,\N,36,"Documentary,Short"
698,tt0000706,short,"Ingomar, the Barbarian","Ingomar, the Barbarian",0,1908,\N,13,"Drama,Romance,Short"
699,tt0000707,short,The Ingrate,The Ingrate,0,1908,\N,15,"Action,Short"
700,tt0000708,short,The Invisible Fluid,The Invisible Fluid,0,1908,\N,12,"Comedy,Short"
701,tt0000709,short,Julius Caesar,Julius Caesar,0,1908,\N,13,"Drama,History,Short"
702,tt0000711,short,The Kentuckian,The Kentuckian,0,1908,\N,\N,"Short,Western"
703,tt0000712,short,King of the Cannibal Islands,King of the Cannibal Islands,0,1908,\N,\N,"Comedy,Short"
704,tt0000713,short,The King's Messenger,The King's Messenger,0,1908,\N,\N,"Drama,Short"
705,tt0000714,short,Leah the Forsaken,Leah the Forsaken,0,1908,\N,\N,"Drama,Short"
706,tt0000715,short,The Life of an American Cowboy,The Life of an American Cowboy,0,1908,\N,17,"Short,Western"
707,tt0000716,short,Lonesome Junction,Lonesome Junction,0,1908,\N,\N,"Comedy,Short,Western"
708,tt0000717,short,Macbeth,Macbeth,0,1908,\N,9,"Drama,Short"
709,tt0000718,short,Making Moving Pictures,Making Moving Pictures,0,1908,\N,\N,"Documentary,Short"
710,tt0000719,short,"Mallorca, isla dorada","Mallorca, isla dorada",0,1908,\N,14,"Documentary,Short"
711,tt0000720,short,The Man and the Woman,The Man and the Woman,0,1908,\N,13,"Drama,Short"
712,tt0000721,short,The Man in the Box,The Man in the Box,0,1908,\N,\N,"Crime,Drama,Short"
713,tt0000722,short,The Red Barn Mystery,Maria Marten,0,1908,\N,\N,"Drama,Short"
714,tt0000723,short,María Rosa,María Rosa,0,1908,\N,18,Short
715,tt0000724,short,The Merchant of Venice,The Merchant of Venice,0,1908,\N,9,"Drama,Short"
716,tt0000725,short,Mixed Babies,Mixed Babies,0,1908,\N,\N,"Comedy,Short"
717,tt0000726,short,Monasterio de Poblet,Monasterio de Poblet,0,1908,\N,10,"Documentary,Short"
718,tt0000727,short,Monday Morning in a Coney Island Police Court,Monday Morning in a Coney Island Police Court,0,1908,\N,7,"Comedy,Short"
719,tt0000728,short,Money Mad,Money Mad,0,1908,\N,11,"Crime,Drama,Short"
720,tt0000729,short,Os Moços de Fretes Têm Sede,Os Moços de Fretes Têm Sede,0,1908,\N,\N,"Documentary,Short"
721,tt0000730,short,Mr. Jones at the Ball,Mr. Jones at the Ball,0,1908,\N,8,"Comedy,Short"
722,tt0000731,short,Mrs. Jones Entertains,Mrs. Jones Entertains,0,1909,\N,11,"Comedy,Short"
723,tt0000732,short,The Music Master,The Music Master,0,1908,\N,\N,Short
724,tt0000733,short,"Old Isaacs, the Pawnbroker","Old Isaacs, the Pawnbroker",0,1908,\N,10,"Drama,Short"
725,tt0000734,short,Othello,Othello,0,1908,\N,\N,"Drama,Romance,Short"
726,tt0000736,short,The Outlaw,The Outlaw,0,1908,\N,\N,"Short,Western"
727,tt0000737,short,Over the Hill to the Poorhouse,Over the Hill to the Poorhouse,0,1908,\N,13,"Drama,Short"
728,tt0000738,short,The Paris Hat,The Paris Hat,0,1908,\N,\N,Short
729,tt0000739,short,El pastorcito de Torrente,El pastorcito de Torrente,0,1908,\N,\N,"Drama,Short"
730,tt0000740,short,The Pirate's Gold,The Pirate's Gold,0,1908,\N,16,"Action,Short"
731,tt0000741,short,The Planter's Wife,The Planter's Wife,0,1908,\N,14,"Action,Drama,Short"
732,tt0000742,short,Poverty and Compassion,Poverty and Compassion,0,1908,\N,\N,"Drama,Short"
733,tt0000743,short,The Princess in the Vase,The Princess in the Vase,0,1908,\N,\N,"Comedy,Short"
734,tt0000744,short,Professional Jealousy,Professional Jealousy,0,1908,\N,\N,Short
735,tt0000745,short,"Raffles, an American Cracksman","Raffles, an American Cracksman",0,1908,\N,\N,"Drama,Short"
736,tt0000746,short,The Reckoning,The Reckoning,0,1908,\N,8,"Drama,Short"
737,tt0000747,short,The Red Girl,The Red Girl,0,1908,\N,17,"Action,Short"
738,tt0000748,short,The Red Man and the Child,The Redman and the Child,0,1908,\N,14,"Action,Short,Western"
739,tt0000749,short,Rescued from an Eagle's Nest,Rescued from an Eagle's Nest,0,1908,\N,8,"Action,Short"
740,tt0000750,short,Richard III,Richard III,0,1908,\N,\N,"Drama,Short"
741,tt0000751,short,The Roman,The Roman,0,1910,\N,\N,"Drama,Short"
742,tt0000752,short,Romance of a Jewess,Romance of a Jewess,0,1908,\N,10,"Drama,Short"
743,tt0000753,short,The Romance of an Egg,The Romance of an Egg,0,1908,\N,\N,"Comedy,Short"
744,tt0000754,short,Romeo and Juliet,Romeo and Juliet,0,1908,\N,15,"Drama,Romance,Short"
745,tt0000755,short,The Dream of an Opium Fiend,Le rêve d'un fumeur d'opium,0,1908,\N,4,Short
746,tt0000756,short,The Sculptor's Nightmare,The Sculptor's Nightmare,0,1908,\N,11,"Comedy,Short"
747,tt0000757,short,She,She,0,1908,\N,\N,"Fantasy,Sci-Fi,Short"
748,tt0000758,short,Sherlock Holmes,Sherlock Holmes i Livsfare,0,1908,\N,\N,"Mystery,Short"
749,tt0000759,short,Sherlock Holmes II: Raffles Escaped from Prison,Sherlock Holmes II,0,1909,\N,\N,"Comedy,Short"
750,tt0000760,short,Sherlock Holmes III: The Detective's Adventure in the Gas Cellar,Sherlock Holmes III,0,1909,\N,\N,"Drama,Mystery,Short"
751,tt0000761,short,"Simulacro de bomberos en la Plaza de Cataluña, de Barcelona","Simulacro de bomberos en la Plaza de Cataluña, de Barcelona",0,1908,\N,7,"Documentary,History,Short"
752,tt0000762,short,A Smoked Husband,A Smoked Husband,0,1908,\N,8,"Comedy,Short"
753,tt0000763,short,The Snowman,The Snowman,0,1908,\N,\N,Short
754,tt0000764,short,The Song of the Shirt,The Song of the Shirt,0,1908,\N,11,"Drama,Short"
755,tt0000765,short,The Stage Rustler,The Stage Rustler,0,1908,\N,\N,"Short,Western"
756,tt0000766,short,The Stage-Struck Daughter,The Stage-Struck Daughter,0,1908,\N,\N,Short
757,tt0000767,short,The Stolen Jewels,The Stolen Jewels,0,1908,\N,11,"Drama,Short"
758,tt0000768,short,Svend Dyrings hus,Svend Dyrings hus,0,1908,\N,15,Short
759,tt0000769,short,Knight of Black Art,Le tambourin fantastique,0,1908,\N,6,Short
760,tt0000770,short,The Taming of the Shrew,The Taming of the Shrew,0,1908,\N,17,"Comedy,Romance,Short"
761,tt0000771,short,The Tavern Keeper's Daughter,The Tavern Keeper's Daughter,0,1908,\N,7,"Action,Short"
762,tt0000772,short,The Test of Friendship,The Test of Friendship,0,1908,\N,13,"Drama,Short"
763,tt0000773,short,Thompson's Night Out,Thompson's Night Out,0,1908,\N,\N,Short
764,tt0000774,short,To the Custody of the Father,To the Custody of the Father,0,1908,\N,\N,"Drama,Short"
765,tt0000775,short,Susceptible Youth,Trop crédules,0,1908,\N,\N,"Comedy,Short"
766,tt0000776,short,The Last Days of Pompeii,Gli ultimi giorni di Pompei,0,1908,\N,17,"Drama,Short"
767,tt0000777,short,An Unexpected Santa Claus,An Unexpected Santa Claus,0,1908,\N,\N,"Comedy,Short"
768,tt0000778,short,The Valet's Wife,The Valet's Wife,0,1908,\N,\N,"Comedy,Short"
769,tt0000779,short,The Vaquero's Vow,The Vaquero's Vow,0,1908,\N,13,"Action,Romance,Short"
770,tt0000780,short,"Hercules the Athlete; or, Love Behind the Scenes",Verdens Herkules,0,1908,\N,\N,Short
771,tt0000781,short,The Viking's Daughter: The Story of the Ancient Norsemen,The Viking's Daughter: The Story of the Ancient Norsemen,0,1908,\N,\N,"Adventure,Drama,Romance"
772,tt0000782,short,"A Visit to the Seaside at Brighton Beach, England",A Visit to the Seaside,0,1910,\N,8,"Documentary,Short"
773,tt0000783,short,When Knighthood Was in Flower,When Knighthood Was in Flower,0,1908,\N,10,Short
774,tt0000784,short,When Knights Were Bold,When Knights Were Bold,0,1908,\N,\N,Short
775,tt0000785,short,Where the Breakers Roar,Where the Breakers Roar,0,1908,\N,9,"Drama,Short"
776,tt0000786,short,Wiegenlied,Wiegenlied,0,1908,\N,\N,"Drama,Short"
777,tt0000787,short,A Woman's Way,A Woman's Way,0,1908,\N,11,"Action,Short"
778,tt0000788,short,The Yellow Peril,The Yellow Peril,0,1908,\N,\N,"Comedy,Short"
779,tt0000789,short,The Zulu's Heart,The Zulu's Heart,0,1908,\N,13,"Action,Short"
780,tt0000790,short,The Battle in the Clouds,The Airship Destroyer,0,1909,\N,7,"Fantasy,Sci-Fi,Short"
781,tt0000791,short,Amor heroico,Amor heroico,0,1909,\N,\N,Short
782,tt0000792,short,And a Little Child Shall Lead Them,And a Little Child Shall Lead Them,0,1909,\N,4,"Drama,Short"
783,tt0000793,short,Andreas Hofer,Andreas Hofer,0,1909,\N,12,"Drama,Short"
784,tt0000794,short,The Apache Girl's Revenge,Apachepigens hævn,0,1909,\N,\N,"Drama,Short"
785,tt0000795,short,The Artist's Revenge,The Artist's Revenge,0,1909,\N,\N,"Drama,Short"
786,tt0000796,short,As It Is in Real Life,As It Is in Real Life,0,1909,\N,\N,Short
787,tt0000797,short,At the Altar,At the Altar,0,1909,\N,11,"Drama,Short"
788,tt0000798,short,An Attempt to Smash a Bank,An Attempt to Smash a Bank,0,1909,\N,11,"Drama,Short"
789,tt0000799,short,Aventuras de Pepín,Aventuras de Pepín,0,1909,\N,\N,"Comedy,Short"
790,tt0000800,short,The Awakening,The Awakening,0,1909,\N,8,"Comedy,Drama,Short"
791,tt0000801,short,A Baby's Shoe,A Baby's Shoe,0,1909,\N,11,"Drama,Short"
792,tt0000802,short,The Bailiff and the Dressmakers,The Bailiff and the Dressmakers,0,1909,\N,\N,"Comedy,Short"
793,tt0000803,short,The Child Benefactor,Barnet som Velgører,0,1909,\N,14,"Drama,Short"
794,tt0000804,short,El barranco del lobo,El barranco del lobo,0,1909,\N,\N,"Documentary,Short"
795,tt0000805,short,Baño imprevisto,Baño imprevisto,0,1909,\N,\N,"Comedy,Short"
796,tt0000806,short,The Best Man Wins,The Best Man Wins,0,1909,\N,\N,"Short,Western"
797,tt0000807,short,The Better Way,The Better Way,0,1909,\N,11,"Drama,Short"
798,tt0000808,short,Betty's Choice,Betty's Choice,0,1909,\N,\N,"Romance,Short"
799,tt0000809,short,Bill Sharkey's Last Game,Bill Sharkey's Last Game,0,1910,\N,\N,"Short,Western"
800,tt0000810,short,The Black Sheep,The Black Sheep,0,1909,\N,\N,"Drama,Short"
801,tt0000811,short,The Blind Man,The Blind Man,0,1909,\N,\N,"Drama,Short"
802,tt0000812,short,El blocao Velarde,El blocao Velarde,0,1909,\N,\N,"Documentary,Short,War"
803,tt0000813,short,Bluebeard,Bluebeard,0,1909,\N,\N,"Drama,Short"
804,tt0000814,short,La bocana de Mar Chica,La bocana de Mar Chica,0,1909,\N,\N,"Documentary,Short"
805,tt0000815,short,The Brahma Diamond,The Brahma Diamond,0,1909,\N,11,Short
806,tt0000816,short,The Broken Locket,The Broken Locket,0,1909,\N,11,"Drama,Short"
807,tt0000817,short,A Message to Napoleon,Et budskab til Napoleon paa Elba,0,1909,\N,14,"Drama,Short"
808,tt0000818,short,The Burglar and the Child,The Burglar and the Child,0,1909,\N,\N,"Crime,Drama,Short"
809,tt0000819,short,A Burglar's Mistake,A Burglar's Mistake,0,1909,\N,10,Short
810,tt0000820,short,Campaña del Riff,Campaña del Riff,0,1909,\N,\N,"Documentary,Short"
811,tt0000821,short,The Cardinal's Conspiracy,The Cardinal's Conspiracy,0,1909,\N,11,"Drama,Short"
812,tt0000822,short,Celos gitanos,Celos gitanos,0,1909,\N,24,Short
